userName,score,at,content,label
Pengguna Google,5,2026-05-17 06:00:34,keren bgt,Positif
Pengguna Google,1,2026-05-17 05:43:33,aplikasi t4i ngak bisa daftar. uninstal !!!,Negatif
Pengguna Google,5,2026-05-17 05:41:32,okee apk sesuai,Positif
Pengguna Google,5,2026-05-17 05:33:20,okeeeeeeeeeeeeee,Positif
Pengguna Google,5,2026-05-17 05:31:47,mantap,Positif
Pengguna Google,5,2026-05-17 05:12:02,sangat membantu,Positif
Pengguna Google,5,2026-05-17 05:10:13,sangat membantu sekali apalagi kalau diskonnya banyak,Positif
Pengguna Google,5,2026-05-17 04:55:21,selalu senang,Positif
Pengguna Google,5,2026-05-17 04:52:46,bagus,Positif
Pengguna Google,5,2026-05-17 04:43:18,alhamdulillah gosend sangat membantu pekerjaan kami..,Positif
Pengguna Google,1,2026-05-17 04:34:19,"gojek BANGKRUT,uda sepi orderan",Negatif
Pengguna Google,5,2026-05-17 04:33:27,𝕞𝕒𝕜𝕒𝕤𝕚 𝕒𝕞𝕒𝕟𝕒𝕙 𝕟𝕪𝕒 𝕪𝕒𝕒,Positif
Pengguna Google,4,2026-05-17 04:29:25,mempermudah hidup,Positif
Pengguna Google,2,2026-05-17 04:23:10,Td mau gosend barang utk anak di ponpes gak ada drivernya. Sampai 15 menit tunggu tetap gak ada.,Negatif
Pengguna Google,5,2026-05-17 04:15:41,Hidup Nadiem !!!!!!,Positif
Pengguna Google,4,2026-05-17 04:08:20,kadang agak lama nunggu,Positif
Pengguna Google,5,2026-05-17 03:58:32,gojek dulu ya,Positif
Pengguna Google,5,2026-05-17 03:49:21,cukup baik banyak mobil go car sudah buruk,Positif
Pengguna Google,4,2026-05-17 03:35:58,baik good.....,Positif
Pengguna Google,5,2026-05-17 03:34:44,top banget,Positif
Pengguna Google,5,2026-05-17 03:29:18,bagus,Positif
Pengguna Google,5,2026-05-17 03:29:06,"baguss bgt,SUKAK",Positif
Pengguna Google,1,2026-05-17 03:26:04,"Lega rasanya sudah bisa hapus akun Gojek & uninstall dari HP saya, menuh-menuhin memory & ram saja. Masih banyak cara lain untuk bisa bepergian pakai ojek online & pembelian makanan minuman secara online.",Negatif
Pengguna Google,5,2026-05-17 03:17:10,ok,Positif
Pengguna Google,5,2026-05-17 03:16:33,"mohon maaf saya komen disini, saya driver gojek,karena di aplikasi gojek driver ga direspon dan tidak terjadi perubahan, sudah menggunakan menu bantuan, tetapi tidak ada perubahan, mohon dibaca tolong dong segera perbaiki sistemnya, ini terjadi error sistem, antara driver dan orderan saling tunggu, apakah hanya memprioritaskan beberapa driver, sehingga orderan nungguin di resto, driver lain hanya dijadikan serep, terkadang makanan sampai dingin di resto nunggu driver,di resto ada driver nunggu.",Positif
Pengguna Google,5,2026-05-17 03:11:16,sangat bergunaa,Positif
Pengguna Google,1,2026-05-17 03:00:29,"hari ini Tanggal 17 Mei 2026 saya mengalami pengalaman yang tidak mengeenakan dari aplikasi. tiba2 saja aplikasi GO-JEK saya terdapat pesenan yang menurut saya itu bukan dari saya yang melakukan pemesanan tersebu. tiba2 saja di aplikasi saya memesan madu di Toko eskrim dengan nominal lumayan banyak. saya awalnya tidak Terima dengan kondisi tersebut, namun karena driver membayar hal tersebut lebih dulu. sehingga saya membayar hal tersebut. saya tidak peduli nominal, tapi saya tidak suka di tipu",Negatif
Pengguna Google,5,2026-05-17 02:51:52,jos,Positif
Pengguna Google,5,2026-05-17 02:46:30,mantap buat driver gojeknya,Positif
Pengguna Google,5,2026-05-17 02:43:52,Mantabbb,Positif
Pengguna Google,5,2026-05-17 02:41:26,mantap,Positif
Pengguna Google,1,2026-05-17 02:37:11,"sedih banget sih mau jalan jalan pakek gojek pas mau jalan malah akun aku di bekuin,,gra² drever tolol yang buta map kosmatar yang jadi kena batunya,😭😭",Negatif
Pengguna Google,5,2026-05-17 02:32:48,Bagus,Positif
Pengguna Google,5,2026-05-17 02:15:23,profesional,Positif
Pengguna Google,5,2026-05-17 02:13:14,sering tarif naik dengan cari drifer yg gak bisa ambil saya,Positif
Pengguna Google,5,2026-05-17 01:55:33,banyak promonya aku suka,Positif
Pengguna Google,1,2026-05-17 01:51:18,"makin di update makin gajelas aplikasinya, mau goofod in adek makan restonya g muncul2, padahal kuota masih banyak pake wifi pun sama, jadi terlambat kerja nganter beli makan dulu",Negatif
Pengguna Google,5,2026-05-17 01:22:09,ok,Positif
Pengguna Google,5,2026-05-17 01:17:43,"Selalu membantu saat kita di mana pun,tetap rendah hati dan semoga sukses selalu untuk Gojek",Positif
Pengguna Google,5,2026-05-17 01:03:03,bagus,Positif
Pengguna Google,5,2026-05-17 01:02:06,bgus,Positif
Pengguna Google,5,2026-05-17 00:59:00,maap ya kepencet,Positif
Pengguna Google,5,2026-05-17 00:55:43,"jangan mahal"" biaya layanan kaya si oren yee",Positif
Pengguna Google,5,2026-05-17 00:49:43,lanjutkan,Positif
Pengguna Google,5,2026-05-17 00:33:53,"ga ribet, enak makeknya, tolong untuk driver perusahaan perhatikan kak, karena kesejahteraan driver akan berdampak pada percaya dan pelayanan sukses terus Gojek",Positif
Pengguna Google,5,2026-05-17 00:32:30,terbaik,Positif
Pengguna Google,5,2026-05-17 00:17:30,"driver cepat, aman dan sopan",Positif
Pengguna Google,1,2026-05-17 00:16:30,"pencarian driver lama, set jam ga dapet dapet",Negatif
Pengguna Google,5,2026-05-17 00:12:25,sangat mudah di gunakan,Positif
Pengguna Google,5,2026-05-16 23:54:21,mantap,Positif
Pengguna Google,5,2026-05-16 23:43:51,sangat senang 😊,Positif
Pengguna Google,5,2026-05-16 22:46:36,mobilnya nyaman,Positif
Pengguna Google,5,2026-05-16 22:43:19,"selalu dpt driver yg ramah,sopan..dianter ke alamat tepat waktu.",Positif
Pengguna Google,5,2026-05-16 22:14:37,bagus,Positif
Pengguna Google,5,2026-05-16 21:29:02,oke,Positif
Pengguna Google,5,2026-05-16 21:07:54,ok sip,Positif
Pengguna Google,5,2026-05-16 20:48:35,semoga gojek jaya terus,Positif
Pengguna Google,5,2026-05-16 20:00:53,good apps,Positif
Pengguna Google,5,2026-05-16 19:35:49,good,Positif
Pengguna Google,1,2026-05-16 18:02:03,pencarian sudah sejam tidak ada yang mau ngambil padhl udah pakai pencarian cepat kecewa 😓,Negatif
Pengguna Google,5,2026-05-16 17:49:33,sippp,Positif
Pengguna Google,5,2026-05-16 17:48:57,terbaik,Positif
Pengguna Google,1,2026-05-16 17:27:22,kecewa. order gofood pembatalan sepihak stelah tnggu 1 jam lebih. klo dak bisa. bisakah klarifikasi dak bisa.mslahnya 2 kali dlm 1 hari yg Uda buat tnggu lebih dari 2 jam Krn lapar,Negatif
Pengguna Google,1,2026-05-16 16:29:39,"nih aplikasi harus nunggu 45 menitan dlu baru bisa batalin, padahal resto bakalan nyiapin makanan kalau udah dpat kurir, kalau gak dpat kurir ya gak disiapin alasan gak bisa batalin harus nunggu 45 agak resto gak rugi rugi dari mana sih, tuh restoran nyiapin kalau dpat kurir harusnya 15-20 menit itu bisa batalin kalau gak dpat kurir, ini orang nunggu kelaparan, kalau belum dibatalin eh detik detik akhir dpat kurir eh udah terlanjur beli makanan gmna? sumpah gak membantu nih aplikasi",Negatif
Pengguna Google,5,2026-05-16 16:13:52,mantap semoga gojek slalu di hati,Positif
Pengguna Google,5,2026-05-16 16:03:19,good banget,Positif
Pengguna Google,5,2026-05-16 15:24:02,cepat respond dan lancar,Positif
Pengguna Google,5,2026-05-16 15:09:28,"sangat aman, nyaman dg Gojek",Positif
Pengguna Google,5,2026-05-16 15:07:15,mantap,Positif
Pengguna Google,3,2026-05-16 14:55:43,Dulu ok mungkin sekarang banyak yang make ya jadi lola,Negatif
Pengguna Google,5,2026-05-16 14:54:02,Mantabbbbb markontabbb,Positif
Pengguna Google,1,2026-05-16 14:49:04,Semakin kesini semakin buruk,Negatif
Pengguna Google,5,2026-05-16 14:43:37,good,Positif
Pengguna Google,5,2026-05-16 14:35:36,sangat membantu di saat kita kesulitan,Positif
Pengguna Google,5,2026-05-16 14:19:12,bgus mksi,Positif
Pengguna Google,1,2026-05-16 14:17:52,ga bisa download bukan perkara storage totol,Negatif
Pengguna Google,1,2026-05-16 14:08:32,banyak driver malesss njemput pesanan nya,Negatif
Pengguna Google,1,2026-05-16 14:07:15,pesan 5x driver ga jalan semua,Negatif
Pengguna Google,1,2026-05-16 13:53:18,"APLIKASI PELIT DISKON, BANYAKIN DISKON KEK! UDH ONGKIR MAHAL MAKANAN JG LEBIH MAHAL DARI BELI DI TOKO NYA LANGSUNG. BANYAKIN DISKON SUMPAH!!! 🤬🤬🤬🤬😡😡😡😡😡😡",Negatif
Pengguna Google,1,2026-05-16 13:34:39,"driver nya tidak ramah, males banget kalo gini, kan aku order mau ke mall posisi hujan aku sama kawanku minta turunkan depan loby eh si deivernya nda mau bad modd da disitu kok bisa hujan lebat banget tapi nda mau nurunkan didepam loby malah aku sama kawanku diturunkan didepan samping jalan",Negatif
Pengguna Google,5,2026-05-16 13:13:35,pelayanan sangat baik,Positif
Pengguna Google,5,2026-05-16 13:11:33,terima kasih atas pelayanan terus tingkatan,Positif
Pengguna Google,4,2026-05-16 13:07:14,bnykn gratis ongkir ny ya,Positif
Pengguna Google,1,2026-05-16 12:53:53,"Coba pakai opsi hemat karena emang gak lagi buru buru, tapi estimasinya berubah jadi telat, sampai sejam lebih saya tunggu, ternyata dibatalkan sama gojek dengan alasan driver sibuk. Kalau memang gak mau menyediakan ongkir hemat, jangan disediakan fiturnya! Saya nunggu lama hanya untuk pesan ulang saja, gimana sih gojek. Padahal saya pengguna setia sejak tahun 2020 an, kecewa.",Negatif
Pengguna Google,5,2026-05-16 12:52:38,order driver / ojol cepat dateng sehingga gak bete & ketempat yg dituju JD cepet jg,Positif
Pengguna Google,5,2026-05-16 12:39:42,👍,Positif
Pengguna Google,5,2026-05-16 12:38:07,sering dapat promo. heheee,Positif
Pengguna Google,5,2026-05-16 12:20:51,selalu yg terbaik 👍,Positif
Pengguna Google,1,2026-05-16 12:18:03,"aplikasi apa ini bujang apa"" gak bisa di antar mending buang aj apk kalian ini ngen",Negatif
Pengguna Google,5,2026-05-16 12:15:52,Sangat membatu,Positif
Pengguna Google,3,2026-05-16 12:13:54,ga pernah gratis ongkir,Negatif
Pengguna Google,5,2026-05-16 12:12:15,👍,Positif
Pengguna Google,5,2026-05-16 12:07:43,bagus,Positif
Pengguna Google,5,2026-05-16 12:02:00,okelah,Positif
Pengguna Google,5,2026-05-16 11:56:26,sangat bagus,Positif
Pengguna Google,5,2026-05-16 11:49:47,ok,Positif
Pengguna Google,5,2026-05-16 11:44:25,sangat puas,Positif
Pengguna Google,5,2026-05-16 11:42:16,Mudah di pakai,Positif
Pengguna Google,1,2026-05-16 11:41:37,gilee sudh setahun setengah penambahan armada GK kepanggil yg mau fokus di gojek non kerja pabrik. sedangkan yg sambian kerja pabrik mlh pada gojek... gile setahun setengah GK ada pangilan,Negatif
Pengguna Google,5,2026-05-16 11:39:02,baguss,Positif
Pengguna Google,1,2026-05-16 11:17:09,"dari pada pengemudimu ugal ugalan di area kuta bahkan sering saya lihat bonceng 3 bawa turis, mending kamu ratakan ketersediaan pengemudi biar tidak numplek di kuta ngetem pinggir jalan malah sering bikin macet. aplikasi bukan meringankan malah menimbulkan masalah.",Negatif
Pengguna Google,1,2026-05-16 11:07:52,"aplikasi bego, ngambil langsung 2 orderan , mana muter muter lagi",Negatif
Pengguna Google,5,2026-05-16 11:05:10,good job to all the driver thank youu,Positif
Pengguna Google,5,2026-05-16 10:57:07,aplikasi andalan buat transport ke kampus dll kwkwk,Positif
Pengguna Google,4,2026-05-16 10:52:48,siiip,Positif
Pengguna Google,5,2026-05-16 10:47:57,yuk jalan,Positif
Pengguna Google,5,2026-05-16 10:43:57,bagus,Positif
Pengguna Google,5,2026-05-16 10:19:49,ok,Positif
Pengguna Google,5,2026-05-16 10:17:23,banyakin diskon pliss,Positif
Pengguna Google,5,2026-05-16 10:12:00,mantaf..mohon dipertahankan,Positif
Pengguna Google,1,2026-05-16 10:11:30,"Menu kurang, ajukan komplain, yg jawab AI, ada aja yang kurang, alhasil ga bisa diproses. Gitu aja terus. Yang driver / toko nya ga ada sanksi, yang rugi saya. Silahkan dicek, sy pengguna setia dari 5 th yll. Masa ga ada catatan buat driver / tokonya. Sistemnya dibenerin lagi.",Negatif
Pengguna Google,5,2026-05-16 10:10:01,cool,Positif
Pengguna Google,4,2026-05-16 10:07:54,sangat puas,Positif
Pengguna Google,5,2026-05-16 09:56:15,Keren Aplikasi Gojek Banyak Banget Diskon Nya,Positif
Pengguna Google,1,2026-05-16 09:53:50,"jek jek, orang penyedia jasa transportasi, anter barang, makanan. kok Batasin akses customer ke driver dan sebaliknya. kalaupun mau di lindungi ga di tutup total dong. udah di kasih nomor pengirim alamat lengkap dll, di tinggal kerja driver kesulitan menemui pengirim Krn tidak bisa kordinasi dan akses nomor telpon customer ini penyedia jasa atau aplikasi keamanan sih? urgent malah jadi kelamaan, kalo dari scam dll biar kami yg urus data kami sendiri. banyak driver ngeluh kasihan",Negatif
Pengguna Google,2,2026-05-16 09:35:56,Heran Gocar malah dapet yang jauh,Negatif
Pengguna Google,5,2026-05-16 09:32:46,pakai gojek CPT sat set,Positif
Pengguna Google,5,2026-05-16 09:25:58,ok banget,Positif
Pengguna Google,5,2026-05-16 09:17:09,good,Positif
Pengguna Google,5,2026-05-16 09:13:42,mantabbb,Positif
Pengguna Google,5,2026-05-16 09:05:46,top,Positif
Pengguna Google,5,2026-05-16 09:03:05,sudah lebih baik,Positif
Pengguna Google,1,2026-05-16 08:50:33,Kok sering bgtt ya aplikasinya ini error atau gmn sihh. saya pesen GO-SEND 40 menit drivernya ga jalan² Dihubungi juga ga bales!,Negatif
Pengguna Google,5,2026-05-16 08:48:16,mudah cepat,Positif
Pengguna Google,5,2026-05-16 08:44:25,terbaik..turunin lg harganya dgn promo ya..,Positif
Pengguna Google,1,2026-05-16 08:39:17,aplikasi busuk nunggu 60menit baru di kirim kode nya,Negatif
Pengguna Google,3,2026-05-16 08:33:12,"malas skarang pakai gojek....apa"" nya lambat betul....pesan driver lambat,pesan gofood lambat...mending pakai apk sebelah aja lebih sat set....",Negatif
Pengguna Google,5,2026-05-16 08:29:30,bagus banget dan sangat membantu,Positif
Pengguna Google,5,2026-05-16 08:18:43,mudah dan cepat,Positif
Pengguna Google,5,2026-05-16 08:09:42,"pelayanan ok, mantap!",Positif
Pengguna Google,5,2026-05-16 08:02:13,bagus mempermudah . tapi bayak update jadi agak kesel kalo lagi butuh di suruh update .,Positif
Pengguna Google,1,2026-05-16 07:58:40,game gocats nya sekarang jadi gak bisa di mainin padalah itu yg paling saya suka dari aplikasi gojek,Negatif
Pengguna Google,5,2026-05-16 07:56:44,ok,Positif
Pengguna Google,5,2026-05-16 07:54:17,mantap,Positif
Pengguna Google,5,2026-05-16 07:45:23,oke pelayanan nya,Positif
Pengguna Google,1,2026-05-16 07:45:10,"mau buat akun baru harus nunggu setelah 30 jam, tbtb bnget apk nya jelek gini",Negatif
Pengguna Google,5,2026-05-16 07:33:47,oke oke,Positif
Pengguna Google,5,2026-05-16 07:20:45,sangat bermanfaat bagi yg tidak punya motor atau mobil,Positif
Pengguna Google,1,2026-05-16 07:16:50,"aplikasinya jelek semenjak di update, saat buka gofood selalu aplikasi berat, saat memilih makanan, saat ingin membayar, selalu keluar aplikasi sendiri, dan selalu ada notifikasi aplikasi tidak merespon, padahal HP saya punya ram 8 GB, jadi saya selalu gagal untuk pesan gofood, dan itu selalu gajadi akhirnya",Negatif
Pengguna Google,5,2026-05-16 06:59:10,ok,Positif
Pengguna Google,5,2026-05-16 06:55:12,bagus,Positif
Pengguna Google,5,2026-05-16 06:52:21,puas dan sangat membantu sekali di mudahkan dalam segala bidang,Positif
Pengguna Google,4,2026-05-16 06:43:35,ok,Positif
Pengguna Google,5,2026-05-16 06:42:32,"tidak kecewa, banyak diskonnya lagi",Positif
Pengguna Google,5,2026-05-16 06:41:52,pelayanan bagus,Positif
Pengguna Google,5,2026-05-16 06:34:56,bagus bgt,Positif
Pengguna Google,5,2026-05-16 06:34:17,sangat baik,Positif
Pengguna Google,5,2026-05-16 06:32:21,sangat membantu,Positif
Pengguna Google,5,2026-05-16 06:30:52,kerenn,Positif
Pengguna Google,3,2026-05-16 06:18:21,gojek parah banget sampe ketinggalan kereta gara gara buka go transit nya lama ampun deh,Negatif
Pengguna Google,5,2026-05-16 06:12:50,suka,Positif
Pengguna Google,5,2026-05-16 06:03:18,transportasi aman dan nyaman,Positif
Pengguna Google,1,2026-05-16 05:55:16,"Udah 2x pesen go food gada yang mau ambil, ini masih ada drivernya atau enggak sih? Perasaan dulu ga kayak gini, tiba tiba habis update aplikasi jadi gada yang mau ambil. Dan juga untuk pembatalan pesanan 1 jam itu cukup lama, kalo bisa pembatalan itu bisa dilakukan kurang dari 1 jam. Kalo pun dibuat 1 jam harusnya ada kompensasi yang sepadan juga lah. Ini aplikasi bener bener buat kebijakan baru yang belum tentu disetujui driver ya akibatnya gini gada yang mau ambil persenan gofood",Negatif
Pengguna Google,1,2026-05-16 05:48:19,susah dpt driver,Negatif
Pengguna Google,5,2026-05-16 05:44:52,sangat membantu perjalan ku,Positif
Pengguna Google,5,2026-05-16 05:42:15,gercep,Positif
Pengguna Google,5,2026-05-16 05:32:42,ok,Positif
Pengguna Google,5,2026-05-16 05:32:19,mantap,Positif
Pengguna Google,5,2026-05-16 05:24:26,sangat cepat dan mudah,Positif
Pengguna Google,5,2026-05-16 05:02:53,membantu sekali,Positif
Pengguna Google,5,2026-05-16 04:49:46,"Saya senang pakai gofood n gocar,sangat membantu.sukses terus",Positif
Pengguna Google,1,2026-05-16 04:12:25,Bangga sekali kalian bisa cuan dari operasional yang tidak wajar.,Negatif
Pengguna Google,5,2026-05-16 04:10:43,"yaa aku jadi nya kalau mau beli apa apa tinggal mesen aja di gojek,gak perlu nge repotin ortu lagi",Positif
Pengguna Google,5,2026-05-16 04:09:42,lancar dan aman,Positif
Pengguna Google,5,2026-05-16 04:08:43,joszzzz,Positif
Pengguna Google,5,2026-05-16 04:03:21,praktis dan hemat..,Positif
Pengguna Google,5,2026-05-16 03:48:04,berguna banget,Positif
Pengguna Google,1,2026-05-16 03:37:34,sebagai penguna gojek dan gopay later yang cukup lama saya kecewa banget sama bagian penagihan sikapnya kurang ajar banget padahal baru telat satu hari dan itu pun saya bayar denda tapi sikapnya arogan dan kurang sopan,Negatif
Pengguna Google,5,2026-05-16 03:36:40,"Saya setia menggunakan gojek,,berapapun tarifnya,tapi knapa gojek tidak setia bahkan menyusahkan drivernya sendiri dgn memberikan bonus dan bayaran yang kecil,,, sejahterakan partnermu,baru saya naikkan ratingnya",Positif
Pengguna Google,1,2026-05-16 03:32:53,sistem gojek sekarang ngak masuk akal udah pesan gofood tapi masih menunggu untuk di carikan driver sekitar 20menit waoww gojek gojek,Negatif
Pengguna Google,5,2026-05-16 02:46:31,mantap,Positif
Pengguna Google,1,2026-05-16 02:34:21,"belakangan ini susah bgt nyari driver ampuunn udah milih prioritas masih tetep gadapet2, tolong ditingkatkan lagi ya pelayanannya🙏🙏",Negatif
Pengguna Google,5,2026-05-16 02:21:04,sangt good,Positif
Pengguna Google,5,2026-05-16 02:04:34,sangat puas,Positif
Pengguna Google,5,2026-05-16 01:55:41,bagus,Positif
Pengguna Google,5,2026-05-16 01:55:32,enak dh,Positif
Pengguna Google,5,2026-05-16 01:40:54,mantap,Positif
Pengguna Google,1,2026-05-16 01:09:23,aplikasi menjijikkan pesan uda sesuai aplikasi pas d antar g sesuai,Negatif
Pengguna Google,5,2026-05-16 01:08:18,aplikasi ter kicauuu,Positif
Pengguna Google,3,2026-05-16 00:32:06,posisi driver seringkali tidak bergerak,Negatif
Pengguna Google,5,2026-05-16 00:12:43,Good,Positif
Pengguna Google,5,2026-05-16 00:03:49,memudahkan dan saling bermanfaat,Positif
Pengguna Google,5,2026-05-15 23:42:35,good,Positif
Pengguna Google,5,2026-05-15 22:48:29,bagus,Positif
Pengguna Google,5,2026-05-15 22:23:32,"praktis, cepet",Positif
Pengguna Google,5,2026-05-15 21:48:22,sangat membantu masyarakat dalam hal pemenuhan transportasi,Positif
Pengguna Google,5,2026-05-15 21:10:15,mantappp,Positif
Pengguna Google,5,2026-05-15 19:12:15,untuk fitur gojek plus langganan lebih di permudah pakek GO-PAY ketimbang grab ribet banget pakek grab unlimited via ovo,Positif
Pengguna Google,5,2026-05-15 19:11:07,bgusss,Positif
Pengguna Google,5,2026-05-15 18:28:12,membantu,Positif
Pengguna Google,1,2026-05-15 18:17:23,"tidak ada respon yang memuaskan dari pihak gopay, top up dari tanggal 12-05-2026 sampai tanggal 16-05-2026 saldo saya tidak ada masuk, dengan alasan yg gak jelas.",Negatif
Pengguna Google,5,2026-05-15 17:40:02,ini sangat membantu bagian tidak jika anda lagi di satu tempat dan di sana tidak ada angkot atau pun ojek motor anda bisa menggunakan gojek ini,Positif
Pengguna Google,5,2026-05-15 17:21:37,ok,Positif
Pengguna Google,5,2026-05-15 16:42:15,"jadi mudah mau kemana mana,,mantap lah..",Positif
Pengguna Google,5,2026-05-15 16:24:42,go 8%,Positif
Pengguna Google,1,2026-05-15 16:10:09,"Hari ini saya memesan layanan GO RIDE Normal bukan Hemat, namun yang datang driver menggunakan motor tahun 2008 yang kondisinya sudah tidak layak, jok tipis, besi pengaman belakang tidak ada dan mesin brebet2, sepanjang jalan SANGAT JAUH DARI KATA NYAMAN dan MEMBAHAYAKAN. Masukan agar lebih selektif lagi dalam sistem penugasan driver jika memang kondisi kendaraan sudah tidak layak dapat dialihkan ke layanan GO FOOD saja sehingga tetap bisa melayani pelanggan. Terima kasih, mohon direspon.",Negatif
Pengguna Google,1,2026-05-15 16:09:33,gaji lah drivernya dengan layak biar mereka ga minta ongkos double/triple sm komsumen apalg didaerah puncak sering bgt minta ongkos double mana ngeluh mulu jaraknya jauhlah macet lah hadeeuuhhh,Negatif
Pengguna Google,1,2026-05-15 15:27:14,drivernya pada kaya kayaknya gak mau ambilin orderan,Negatif
Pengguna Google,1,2026-05-15 15:21:21,hati2 yang membuat pembayaran aplikasi pihak ke 3 lewat gojek. di aplikasi vidio sudah saya setting pembayaran tidak otomatis tetapi dri gojek nya berani melakukan penagihan pembayaran tanpa persetujuan kita sehingga saldo saya di gojek terpotong otomatis. tambah ngawur ini aplikasi,Negatif
Pengguna Google,4,2026-05-15 15:13:06,bagus,Positif
Pengguna Google,2,2026-05-15 15:10:09,"saya kan pertama pesen yang mobil,drivernya gabales bales ,lalu tiba tiba pesenan ada 2",Negatif
Pengguna Google,5,2026-05-15 15:04:25,ok,Positif
Pengguna Google,1,2026-05-15 15:00:42,"Tidak semua orang yang naik gocar harus lewat tol dan selama perjalanan tidak harus juga menggerutu kalo yang anda (driver) mau tidak terjadi. Jujur selama 2026 hampir selalu dapat driver yang seperti ini, sangat menjengkelkan dan pastinya saya tidak akan ambil driver dengan bintang dibawah 4.9, mohon maaf dan terima kasih.",Negatif
Pengguna Google,5,2026-05-15 14:43:42,Sangat Bermanfaat Sekali,Positif
Pengguna Google,2,2026-05-15 14:37:59,setelah di perbarui kok tambah eror ya min mengecewakan,Negatif
Pengguna Google,5,2026-05-15 14:37:00,Baik,Positif
Pengguna Google,5,2026-05-15 14:26:42,siiipp mantappp,Positif
Pengguna Google,5,2026-05-15 14:24:10,ok,Positif
Pengguna Google,5,2026-05-15 14:19:50,𝑏𝑎𝑖𝑘 𝑟𝑎𝑚𝑎ℎ 𝑑𝑟𝑖𝑣𝑒𝑟𝑛𝑦,Positif
Pengguna Google,5,2026-05-15 14:06:49,banyak diskonya,Positif
Pengguna Google,5,2026-05-15 13:59:33,"driver nya pada judes aih pas ambil atau pick up orderan di toko saya, jarang banget saya denger makasih apake udah mah ga sabaran pengen di duluin mulu",Positif
Pengguna Google,5,2026-05-15 13:52:56,"Lebih murah, cepat dan aman sampai tujuan",Positif
Pengguna Google,5,2026-05-15 13:47:20,aplikasinya keren sangat membantu saat kita butuh bantuan darurat,Positif
Pengguna Google,1,2026-05-15 13:46:08,biaya penanganan mahal sekali skrg 30rb jirrr,Negatif
Pengguna Google,5,2026-05-15 13:27:32,sipp tepat waktu,Positif
Pengguna Google,4,2026-05-15 13:16:12,lumayan lah,Positif
Pengguna Google,5,2026-05-15 13:05:35,"sangat puas,,sampai dg selamat terimakasih 🙏",Positif
Pengguna Google,1,2026-05-15 12:58:51,aplikasi pemeras bangsa,Negatif
Pengguna Google,5,2026-05-15 12:43:37,sejauh ini selalu ok,Positif
Pengguna Google,5,2026-05-15 12:37:11,aplikasi yg sangat bagus. sangat membantu. terima kasih gojek☺️,Positif
Pengguna Google,5,2026-05-15 12:07:35,mantpp,Positif
Pengguna Google,5,2026-05-15 12:04:48,cepat dan ramah,Positif
Pengguna Google,5,2026-05-15 12:03:18,good,Positif
Pengguna Google,5,2026-05-15 11:53:50,sangat terbantu,Positif
Pengguna Google,5,2026-05-15 11:34:01,ramah drivernya,Positif
Pengguna Google,5,2026-05-15 11:19:33,"Udah lama pakai ini, tapi baru ini kasi bintang 5",Positif
Pengguna Google,5,2026-05-15 10:58:32,sangat memuaskan,Positif
Pengguna Google,5,2026-05-15 10:51:41,aplikasi sangat membantu 🙏🙏,Positif
Pengguna Google,1,2026-05-15 10:44:48,"Ga ngerti lagi sama gojek niiii. sebagai customer gofood mesti telat terus makanan saya dianter. Eits, bentar. Saya juga penjual ya di gofood merchant. Saya sebeeellll, orderan udah saya siapkan on time. tapi lagi lagi drivernya luuaamaaaaa jemputnya. Gatau emang drivernya selalu lelet apa gimana sih, bener2 ga ngerti sama sistemnya gojek. Kenapa kalian seolah² mengadu domba customer dan seller? Cust nunggu lama, seller jg nunggu lama. Bisa ga sih drivernya sat set kayak sebelah?? Heran.",Negatif
Pengguna Google,5,2026-05-15 10:43:21,good,Positif
Pengguna Google,5,2026-05-15 10:39:37,bagus deh kalau mager ke luar rmh.,Positif
Pengguna Google,5,2026-05-15 10:37:11,bagus,Positif
Pengguna Google,3,2026-05-15 10:25:13,aneh paylater ada tapi tidak bisa digunakan,Negatif
Pengguna Google,5,2026-05-15 10:24:01,good,Positif
Pengguna Google,1,2026-05-15 10:18:55,"driver nya pada kenapa sih kebiasaan banget belom jalan udah kebanyakan nanya berapa orang lah dimana lah segala macem, kadang pas udah sampe di titik jemput malah dia yang cancel sendiri gajelas bgt. kadang di chat kaga bales jemput juga kaga jalan mau nya apa sih? giliran saya keseringan cancel gara"" driver pada gak gerak malah kena peringatan kan bgst. minimal aplikator deteksi lah pergerakan driver sejak orderan masuk, suspend aja yang pada kebiasaan gak mau ambil tapi juga gak mau cancel.",Negatif
Pengguna Google,1,2026-05-15 10:15:33,"pada 15 mei 2026 pukul 16.34 saya memesan goride dan hanya melakukan satu kali order. namun saat perjalanan berlangsung, ada driver lain yang menelepon dan mengatakan bahwa beliau mendapat order yang sama serta sudah tiba di lokasi penjemputan. hal ini sangat mengganggu dan jelas merupakan kesalahan sistem. kejadian seperti ini sudah beberapa kali saya alami. mohon pihak gojek segera memperbaiki sistem agar tidak terjadi double order yang merugikan driver maupun pelanggan.",Negatif
Pengguna Google,5,2026-05-15 10:10:17,salah satu aplikasi yg mempermudah segala urusan hampir semua ada,Positif
Pengguna Google,5,2026-05-15 09:58:10,dari dulu sampe sekarang gojek Poko nya ga ada lawan dah,Positif
Pengguna Google,5,2026-05-15 09:55:07,sangat membantu,Positif
Pengguna Google,5,2026-05-15 09:54:17,Fast Respon,Positif
Pengguna Google,5,2026-05-15 09:50:43,tepat waktu dalam menjemput juga para driver nya ramah,Positif
Pengguna Google,5,2026-05-15 09:49:59,mantap,Positif
