userName,score,at,content
Pengguna Google,1,2026-01-22 01:51:52,Palingan di kor...
Pengguna Google,1,2026-01-21 22:23:58,"Percuma ada ApK atau webb, mau lapor pajak ga bisa, masa Iyah harus ke kantor pajak trs"
Pengguna Google,1,2026-01-21 13:31:23,Bintang 1. Sistem aplikasi rongsokan! Pemerintah memaksa rakyat taat pajak tapi menyediakan aplikasi yang bahkan tidak ada menu pendaftarannya. Masih minta nomor fax di tahun 2026 adalah bukti pengelola sistem ini tidak becus dan ketinggalan zaman. Sangat memalukan bagi instansi negara
Pengguna Google,1,2026-01-21 05:28:01,"pak Pur liat ni aplikasi gak berguna. buat pajangan ajahhh, gak mempermudah pengguna"
Pengguna Google,1,2026-01-21 04:34:04,"sangat ribet,aplikasi ini gak sinkron dengan pengaturan protec bawaan hp.seperti aplikasi ilegal saja,bener bener ribet gagal terus masuknya."
Pengguna Google,1,2026-01-20 22:30:22,aplikasi tersampah yang pernah saya pakai dan gunakan seumur hidup saya udah ngabisin dana triliyunan tp ttp ni aplikasi ama websitenya ttp sampah yg buat kek anak SMP yg baru pegang komputer
Pengguna Google,1,2026-01-20 15:31:16,"salah satu cara negara nyusahin rakyatnya. sudah disuruh bayar, disuruh wajib lapor pula. kalau alasan cara ini untuk menghindari pungli dan korupsi, berarti masalah seharusnya bukan dibebankan ke rakyat, menyulitkan rakyat & rakyat yg harus tanggung jawab tapi diperbaiki dan disempurnakan sistem yang ada sehingga memudahkan rakyat & gak ada risiko yang tidak diinginkan. kalau disuruh install app tapi apa2 musti ke KPP juga, kenapa gak sekalian pake cara lama aja?"
Pengguna Google,1,2026-01-20 15:20:24,MASA IYA TANGGAL LAHIR GUA TANGGAL 15 KAGAK ADA TERUS GUA HARUS ISI TANGGAL 14 NYA ? LUCU
Pengguna Google,1,2026-01-20 13:54:19,"aplikasi tidak berguna, mau buat kode Effin selalu gagal. harus ke kantor pajak, klu harus ke kantor pajak untuk apa membuat aplikasi pajak."
Pengguna Google,1,2026-01-20 09:17:28,"payah apk ini, beh susah susah"
Pengguna Google,5,2026-01-20 07:49:47,aplikasi ini sangat membantu
Pengguna Google,1,2026-01-20 07:49:24,Aplikasi Ngak Guna
Pengguna Google,1,2026-01-20 05:02:09,"tolong di benah in lagi, khususnya untuk pengajuan efin, di aplikasi meminta jumlah nomor npwp 15 angka sedangkan kami yg baru daftar npwp mempunyai 16 angka."
Pengguna Google,1,2026-01-20 03:27:20,mau cek efin tapi email yang terdaftar di DJP nya email yang lain aneh ini takutnya data kita disalah gunakan kaya pajak tembak seperti temen saya kita gak jual apa apa ujung nya suruh bayar pajak 20jt
Pengguna Google,1,2026-01-19 10:01:55,"anak magang yang buat ya ? ribet , polos tidak ada opsi opsi lain."
Pengguna Google,1,2026-01-19 08:52:33,untuk apa aplikasi ini dibuat klo gabisa daftar dan aktivasi pajak secara online. hmm.. ntah apa2 punn
Pengguna Google,1,2026-01-19 07:13:04,"Aplikasi sangat tidak berguna dan bikin repot,,, bayar pajak aja di buat repot begini,, tapi nagihnya seperti orang kerasukan setan 🤣🤣🤣"
Pengguna Google,1,2026-01-18 14:04:47,mau login aja susah
Pengguna Google,1,2026-01-18 07:52:12,"gak bisa login bet, aneh kita mau taat pajak tapi aplikasi pemerintah selalu bermasalah"
Pengguna Google,1,2026-01-18 01:50:30,aplikasi sampahh
Pengguna Google,1,2026-01-17 13:28:39,burik bener
Pengguna Google,1,2026-01-17 07:46:33,gak bisa login
Pengguna Google,1,2026-01-17 05:18:09,klu bkin aplikasi itu yg mudah di gunakan jika ingin mempermudah layann .... jngan mmper sulit....
Pengguna Google,1,2026-01-17 04:50:22,"ORANG PAJAK TOLONG DI BACA...!!!aplikasi apa bukanya bikin mudah malah bikin susah,selalu saja kesalahan sistem.."
Pengguna Google,1,2026-01-17 02:51:16,gak jelas Uda kedafta tp saat masuk jawabnya nik tidak terdaftar . ganti sandi pun susah
Pengguna Google,1,2026-01-17 01:10:21,"Tolonglah, segera perbaiki kinerja aplikasinya. Ini mau login gagal terus error 1516. Masa update terakhir di tanggal 27 Agustus 2025 (saat tulisan ini di muat). Ini sudah 2026"
Pengguna Google,1,2026-01-16 16:19:14,ribet sekali
Pengguna Google,1,2026-01-16 13:26:07,"gak bisa login, udah dicoba berkali-kali tpi tetep gk bisa juga, padahal aku udah melakukan aktifasi akun di website coretax."
Pengguna Google,1,2026-01-16 12:16:00,aplikasi rempooooooooonnggg
Pengguna Google,1,2026-01-16 10:38:00,hari-hari nyuruh bayar pajak. Giliran rakyatnya mau bayar pajak aja malah dipersulit. Lawak lu
Pengguna Google,1,2026-01-16 09:49:53,ribet susahnya minta ampun ngisi data bolak balik gak bisa
Pengguna Google,1,2026-01-15 22:29:46,login sangat lama
Pengguna Google,1,2026-01-15 16:09:35,"MAU LOGIN TAPI NGISI NO NYA CUMA 15 ANGKA, LAH ORNG NO NIK AJA 16. DIPERBAIKI YA TLNG."
Pengguna Google,1,2026-01-15 14:14:30,buruk buat login ga bisa-bisa beda dengan yang ada di web. kalo ga niat bikin autentikasi ga usah ngide padahal username dan pw sudah bener tetep ga bisa login. gini amat aplikasi pemerintah bikin males!
Pengguna Google,5,2026-01-15 10:00:46,"KODE HANDPHONE BUAT VERIFIKASI NYA G MUNCUL"" HERAN DARI JAM 11 SAMPE JAM 17 DI TUNGGUIN UDAH BRP KALI COBA G MUNCUL"" #HERAN PADAHAL HARI JAM KERJA"
Pengguna Google,5,2026-01-15 08:42:52,sangat bermanfaat
Pengguna Google,1,2026-01-15 05:16:22,banyak yang kesulitan masuk aplikasi ini.
Pengguna Google,1,2026-01-14 06:54:55,tdk berguna
Pengguna Google,1,2026-01-14 03:27:58,login tdk bisa padahal NIK dan password sudah benar. thn 2026 mau lapor pajak malah tdk login. mau ketawa tapi inilah indonesia
Pengguna Google,1,2026-01-14 01:50:50,"lawak banget, bolak balik verifikasi alamat gagal mulu..heran"
Pengguna Google,1,2026-01-13 23:07:22,koq sekarang ga bisa untuk pembayaran..
Pengguna Google,1,2026-01-13 21:05:03,otp ga pernah di kirim woi
Pengguna Google,5,2026-01-13 19:17:04,sangat baik
Pengguna Google,5,2026-01-13 12:52:55,mantap
Pengguna Google,1,2026-01-13 11:27:16,DAJAL
Pengguna Google,1,2026-01-13 11:19:06,aplikasi susah di gunakan
Pengguna Google,1,2026-01-13 08:36:38,aplikasi buruk gagal login trus padahal kata sandi sama kode verifikasi email udh sama
Pengguna Google,1,2026-01-13 08:30:18,"astaga staf djb kerjanya apa? ini aplikasi ga bisa login eror melulu sistem nya, nik dan password sudah benar kocak!"
Pengguna Google,1,2026-01-13 02:56:03,waktu terbuang gara - gara aplikasi sampah
Pengguna Google,2,2026-01-12 10:59:16,apk bungol salah terus tiap masukan nik dan pw
Pengguna Google,1,2026-01-12 10:06:41,apk nya sampah
Pengguna Google,1,2026-01-12 06:48:33,aplikasi gajelas
Pengguna Google,1,2026-01-12 05:28:22,anehh server sering overload... masa udah 3 hari lebih daftar registrasi npwp SMS otp nya kaga ada mulu... server lemah najis sekelas pemerintah begini
Pengguna Google,1,2026-01-11 15:09:29,susah sekali input datanya harusnya dipermudah bukan dipersulit
Pengguna Google,1,2026-01-11 04:57:25,aplikasi gak berguna
Pengguna Google,1,2026-01-10 20:08:32,"aplikasi tak berguna, katanya bisa ajukan efin dari aplikasi pas dicoba malah angka digit terakhir tidak bisa masuk karena kurang space. yaudah sih gausah bayar pajak ngapain repot-repot wkwkwkwkwkwkwk"
Pengguna Google,1,2026-01-10 15:47:50,gajelas
Pengguna Google,1,2026-01-10 12:56:39,"ribet banget, saya pengin rubah alamat karena sudah pindah alamat. saya ke kantor pajak terdekat. tapi di resepsionis dicek dan bilang harus diurus di kantor sesuai alamat npwp dikampung. jaman online gini harus gitu"
Pengguna Google,1,2026-01-10 10:19:10,apk ribet
Pengguna Google,5,2026-01-10 06:35:52,nice
Pengguna Google,1,2026-01-10 04:36:58,"sekelas DJP aplikasi nya kayak begini??!! masukin kode verifikasi aja error, notif salah kode. padahal sudah sama persis. Orang mau bayar pajak aja dipersulit. ini bukan aplikasi buatan anak SD, ini skala NASIONAL. memalukan!"
Pengguna Google,1,2026-01-10 03:40:46,gak guna buangbuang duit negara aja
Pengguna Google,1,2026-01-10 00:41:20,aplikasi apa ini GK bisa login
Pengguna Google,1,2026-01-09 12:01:12,ini manfaat nya apa? cek potongan pajak tiap bulanya ga bisa trus apa manfaat apk ini kalo kita gak bisa lihat hasil detail potongan pajak??? ta!!!k lah
Pengguna Google,1,2026-01-09 09:45:08,kalo bikin aplikasi yang simpel simpel aja lah wahai pemerintah gk usah ribet
Pengguna Google,1,2026-01-09 06:58:04,"awas penipuan, report aja"
Pengguna Google,1,2026-01-09 06:28:08,bututttt percuma ada apk ini gk guna jugaa
Pengguna Google,1,2026-01-09 05:55:32,apk tol*l
Pengguna Google,1,2026-01-09 03:10:47,"APLIKASI HEBAT SAYA MAU MASUK SAJA TIDAK BISA, MENDING TUTUP AJA GAUSAH BIKIN APLIKASI MAIN MASAK MASAK AJA"
Pengguna Google,1,2026-01-08 20:00:26,kamera dalam aplikasi terlalu gelap dan tidak buat penggunaan bisa registrasi akun
Pengguna Google,1,2026-01-08 14:44:30,fasilitas jelek lupa password aja nggak ada
Pengguna Google,1,2026-01-08 08:31:24,mending gausah ada
Pengguna Google,5,2026-01-08 07:20:44,gmna ya caranya kalo lupa password masuk akun pajak
Pengguna Google,1,2026-01-08 06:24:51,kagak bisa.. Ngaco nih
Pengguna Google,1,2026-01-08 01:58:32,aplikasi terburuk sepanjang masa
Pengguna Google,1,2026-01-07 08:41:01,ribet mau login ge
Pengguna Google,1,2026-01-07 06:52:33,"aplikasi macam apa ini ga bisa login padahal udah punya NPWP, katanya disuruh lapor SPT tahunan aplikasinya juga ga guna. Login di website juga ga bisa malah username/NPWP failed terus, ini pemerintah becus ga sih ngelola website nya ? kemasyarakat dituntut wajib lapor pajak tapi giliran mau lapor aplikasi/web nya ga bisa di pake, hadehh pemerintah ga becussss"
Pengguna Google,1,2026-01-07 04:52:23,ribet banget ni aplikasi . login aja gagal terus
Pengguna Google,1,2026-01-07 02:16:15,"aplikasi gak guna, susah untuk daftar"
Pengguna Google,1,2026-01-06 22:10:53,sekelas Pajak gak bisa bikin aplikasi yg berguna gak niat banget bikin aplikasi...mw masuk gak bisa bisa padahal lewat web bisa
Pengguna Google,1,2026-01-06 17:28:49,saya dapat email agar saya melaporkan SPT tahunan saya tapi ketika saya masuk ke aplikasi ini justru malam membingungkan cara melaporkan SPT sangat sulit
Pengguna Google,5,2026-01-06 17:16:27,Terbaik
Pengguna Google,1,2026-01-06 11:31:51,aplikasi yang tidak membantu
Pengguna Google,1,2026-01-06 09:06:26,ribet pake efin segala
Pengguna Google,1,2026-01-06 08:52:07,daftar gk visa dengan alasan sudah terdaftar. tapi login juga gk bisa dengan alasan username tidak ditemukan l. layanan pemerintah indo sungguh menyusahkan rakyat.
Pengguna Google,5,2026-01-06 08:27:36,sangat terbantu
Pengguna Google,1,2026-01-06 07:27:32,mau regestrasi apa aja susah. terima kasih sudah saya UNINSTAL. by by
Pengguna Google,1,2026-01-06 06:16:34,SERVER BAGUSIN. BUSUK BANGET APLIKASI PEMERINTAH
Pengguna Google,1,2026-01-06 03:30:07,terlalu ribet
Pengguna Google,1,2026-01-06 02:02:45,"Mohon maaf untuk laporan pajak penghasilan seharusnya pihak pemerintah mempermudah untuk pembayaran , jangan mempersulit, kita sebagai warga negara yg baik taat pajak kesulitan untuk mengakses. gimana itikat baiknya supaya cara² nya di permudah (contoh pakai barcode/qiuris)"
Pengguna Google,1,2026-01-05 16:08:22,gagal login terus padahal sudah benar tolong di perbaiki apps nya nanti saya kasih bintang 5 kalo sudah di perbaiki
Pengguna Google,1,2026-01-05 15:55:20,aplikasi ngk banyak membantu apalagi sekarang pake kortex² apa lah saya ngk paham tambah susa aja kemaren harus valid sama nik sekarang ada kortex² segala harus ganti pin lagi masuk sana sini menunya buang² waktu aja
Pengguna Google,1,2026-01-05 07:08:15,tidak berguna
Pengguna Google,1,2026-01-05 06:39:53,keluar mulu masuk login gagal terus
Pengguna Google,1,2026-01-05 05:43:42,"gk bisa login, pdhl sandinya udh sesuai"
Pengguna Google,1,2026-01-05 05:07:36,"jangan so soan lah segala bikin aplikasi,, yang ada ni apk kebanyakan ngebugnya.. apk g jelas"
Pengguna Google,1,2026-01-05 01:54:40,"ga ada menu lupa pasword nya, tolong it program nya agar dj buat menu lupa pasword. apk menyusahkan kan bkn membantu"
Pengguna Google,1,2026-01-05 01:49:52,"disuruh entri npmor pwp 16 digit. tapi kolom yang tersedia cuma 15 digit, bagaimana solusinya bos"
Pengguna Google,1,2026-01-04 17:54:07,"aneh aneh, mau verifikasi aja susahnya nauzubillah"
Pengguna Google,1,2026-01-04 16:20:00,kaga bisa daftar
Pengguna Google,1,2026-01-04 15:55:13,"min tolong lah masa take foto aja selalu tidak valid, bolak balik nyoba dari pagi sampai malam, udh habis 10k pulsa buat verifikasi nomer hp aja ttp nggk bisa, bingung padahal foto juga nggak ngeblur, opsi upload foto juga nggak guna nggk bisa di tekan, nangis bgt mempersulit masyarakat tidak rekomend"
Pengguna Google,1,2026-01-04 12:51:58,bikin NPWP susah. g guna asli
Pengguna Google,1,2026-01-04 10:23:58,aplikasi menunya mbulet
Pengguna Google,1,2026-01-04 04:10:35,"Orang Goblok ngurus negara, pantes ni negara miskin terus gk maju2"
Pengguna Google,5,2026-01-03 20:43:26,oke
Pengguna Google,1,2026-01-03 17:42:02,mau masuk eror terus
Pengguna Google,1,2026-01-02 13:06:29,daftar angel e GK karu²an tinggal upload foto aja di tab ngulang lagi dari awal gak jelas. kita yang bayar pajak kita pula yang di persulit.
Pengguna Google,1,2026-01-02 11:56:16,udah di isi sesuai tetep aja gabisa
Pengguna Google,1,2026-01-02 11:06:38,aplikasi sampah. tidak bisa login.
Pengguna Google,1,2026-01-02 03:46:26,"paling heran gw, ini kenapa ya masukin email dibilang tdk sesuai, no juga tidak sesuai padahal udah bener, mmg aplikasinya ga bener ni, ngeselin!"
Pengguna Google,1,2026-01-02 03:23:05,"Aplikasi tidak berguna,saya sudah buat akun di website Coretax DJP dan sandi aplikasinya tetapi waktu login di aplikasi ini error terus sedangkan jaringan aman.Aplikasi belum sempurna sudah di lepas untuk publik bagus hapus aja aplikasi DJP buang-buang anggaran doang nanti ujung-ujungnya jadi lahan korupsi"
Pengguna Google,1,2026-01-02 00:53:58,ternyata susah bikin npwp online tidak membantu sama sekali
Pengguna Google,1,2026-01-01 14:22:00,ngak berguna
Pengguna Google,1,2026-01-01 11:06:15,"ambil pajak elit, Daftar online Sulit"
Pengguna Google,1,2026-01-01 07:22:00,gk bisa login
Pengguna Google,1,2026-01-01 03:37:34,aplikasi banyak erornya niat ga si kerja
Pengguna Google,1,2025-12-31 18:04:18,tolol menyusahkan saja
Pengguna Google,1,2025-12-31 16:52:28,"login di website pakai laptop bisa. tapi login pakai aplikasi di HP gak bisa masuk, password atau id yg salah pdhl sudah bener"
Pengguna Google,1,2025-12-31 16:08:37,MENDING HAPUS AJA MIN DARI PLAYSTORE.
Pengguna Google,1,2025-12-31 14:47:14,gk bisa login
Pengguna Google,1,2025-12-31 13:09:51,aplikasi tidak berguna. maubayar pajak aja di persulit.
Pengguna Google,1,2025-12-31 11:29:28,jelek aplikasinya. developer nya terbaru buru tanpa QA. menu masukin otp ngebug. terus kode generate nya muncul di atas tombol verifikasi
Pengguna Google,5,2025-12-31 06:17:10,sangat membantu
Pengguna Google,1,2025-12-31 06:06:15,susah banget dan jawabannya eror trus. hrus minta tolong sma siapa lagih. ku kira aplikasi ini bisa membantu ehh taunya gak SMA se x
Pengguna Google,1,2025-12-31 04:44:11,"Aplikasi ta*k, habisin uang negara triliunan, hasilnya kek aplikasi buatan anak baru belajar pemrograman."
Pengguna Google,5,2025-12-31 04:16:15,baik
Pengguna Google,1,2025-12-31 03:43:45,"kita dituntut untuk update laporan,tapi kalian sebagai penyedia platform tidak update soal kemudahan pelayanan login dari setengah jam yang lalu selalu gagal,alasannya sesi telah berakhir lebih baik kembalikan ke setelen awal saja,agar lebih mudah diakses"
Pengguna Google,1,2025-12-31 03:21:21,susah
Pengguna Google,1,2025-12-31 02:53:41,jelek lemot parah
Pengguna Google,1,2025-12-31 02:50:35,"hampir semua orang yang download aplikasi ini kasih rate 1* aja. penasaran dan saya install sendiri dan benar saja masuk ke akun DJP saya (sebelum migrasi ke coretax) selalu salah passward atau user name. dan tidak ada fasilitas bantuan yang menjelaskan. hanya tertulis code eror....emang kita wajib pajak harus serumit ini buat setor pajak.... kalian para pejabat ga ada otak mempersulit kami yang mau taat pajak. itu buat apa pegawai kalian yang banyak, mending dateng ke rumah kami aja"
Pengguna Google,1,2025-12-31 01:45:22,kita yg bayar pajak kitaa juga yg kudu laporan kerjanya apa org pajak
Pengguna Google,1,2025-12-31 01:23:45,orang pajak digaji buat apa? segalanya mesti wajib pajak yg ngerjain. bikin repot saja.
Pengguna Google,1,2025-12-31 00:56:29,aplikasi dari pemerintah gak ada yg normal semuanya anomali🥴
Pengguna Google,1,2025-12-31 00:05:25,"tidak bisa login, aneh tapi ya gimana lagi"
Pengguna Google,1,2025-12-30 22:20:14,ini sarang korupsi/coretax eroor
Pengguna Google,1,2025-12-30 18:22:16,"daftar masuk coretax gagal Mulu , nomor KK salah Mulu padahal sudah benar hayo DJP perbaiki dong jangan nyuruh bikin NPWP tapi pas daftar aja salah Mulu"
Pengguna Google,1,2025-12-30 16:40:11,ga jelas mau lu gimana
Pengguna Google,1,2025-12-30 16:07:42,sangat sangat membantu masyarakat untuk lebih baik
Pengguna Google,1,2025-12-30 14:44:52,di suruh wajib pajak begitu mau bayar gagal apaa ini aplikasi gk jelas
Pengguna Google,1,2025-12-30 10:41:16,"Gak aplikasi , gak laman web sama² susah di akses .Heran deh , pake coretax buat validasi jg kagak bisa².Lu niat kagak sih"
Pengguna Google,3,2025-12-30 10:08:49,aplikasi gaje
Pengguna Google,1,2025-12-30 09:50:10,seharunya aplikasi yang memang diperuntukan untuk masyarakat itu dipermudah bukan dipersulit apalagi coretex makin susah login makin ribet makin ga jelas
Pengguna Google,1,2025-12-30 08:51:40,"Dah bayar pajak,mau cetak surat aja ribet banget, Aplikasi ga mutu"
Pengguna Google,1,2025-12-30 06:50:17,"belum pernah bikin tiba2 terdaftar,mau ngecek no NPWP nya aja susah bgt,Tlp kring pajak 1500200 sibuk terus, live chat di web pajak ya GK ada yg bales"
Pengguna Google,5,2025-12-30 06:20:14,is the best
Pengguna Google,2,2025-12-30 05:41:55,ayo dong perbaiki lagi ..biar lebih mudah untum daftar npwp nya
Pengguna Google,5,2025-12-30 02:58:48,agak eror jaringannya
Pengguna Google,1,2025-12-30 02:29:21,"bukti gagalnya pemerintahan indo, bikin aplikasi saja ga becus, dana benar hasil sampah. saya registrasi nik saya sudah benar namun keterangannya ""nik sudah terdaftar."" namun saya coba login ""data tidak ditemukan."" muak!"
Pengguna Google,1,2025-12-30 02:14:40,gaje masukin efin masukin npwp semua aja ga sekalian akta wkwk
Pengguna Google,1,2025-12-29 22:37:22,aplikasi bodoh
Pengguna Google,1,2025-12-29 16:47:43,"Satu kata, cacat"
Pengguna Google,5,2025-12-29 16:32:43,ok
Pengguna Google,1,2025-12-29 14:46:59,"kok susah banget, saya orang awam jadi males kayak ginian"
Pengguna Google,1,2025-12-29 14:24:54,Kenapa aplikasi susah sekali mau login
Pengguna Google,1,2025-12-29 11:57:56,bikin aplikasi tapi mempersulit penggunanya
Pengguna Google,1,2025-12-29 10:32:51,coba pak menteri Purbaya di cek nih sistem pajak melalui online... susah bangat gmn Mao rakyat taat aturan msk apl aja ribet bukan maen... begitu banyak orang hebat di Indonesia masa gak bisa perbaikan sistem negara kaya pajak online pertanyaan ada apa
Pengguna Google,1,2025-12-29 09:32:43,rating nya ini aplikasi bintang 1 semua🤣🤣🤣🤣
Pengguna Google,1,2025-12-29 07:31:54,emang aplikasinya tak berguna menyulitkan
Pengguna Google,1,2025-12-29 05:17:38,"Aplikasi sampah, sekelas Aplikasi Pemerintah tapi kualitasnya kalah sama Aplikasi Swasta seperti MyBCA, mau minta EFIN aja ribet sama nomor HP, ya mintain OTP lah."
Pengguna Google,1,2025-12-29 05:01:50,"aplikasi sampah,error terus .mau bayar pajak susahnya minta ampun sudah ke kantor pajak tetap aja ga bisa karna error.."
Pengguna Google,1,2025-12-29 03:10:11,mau login ga bisa terus... sesi telah berakhir. Error... wkwkwk.... ga heran rating nya jelek
Pengguna Google,1,2025-12-29 02:28:55,"ganiat bikin aplikasi, selalu error"
Pengguna Google,1,2025-12-29 02:19:00,"setalah update kok malah tidak bisa Login, Username password salah, padahal itu² aja Username dan password nya. bukan malah bagus setelah update tapi makin Buruk."
Pengguna Google,1,2025-12-29 02:08:20,"aplikasi bobrok sudah benar sandi dan email nya tapi tetep salah terussss, masa harus saya datengin juga kantor pajak nya, Parah memang"
Pengguna Google,1,2025-12-28 22:41:57,aplikasinya gak bisa di buka cui..
Pengguna Google,1,2025-12-28 16:26:58,"app yang tidak punya opsi lupa password. Saya tidak bisa masuk akun coz lupa password. Please dong pemerintah, buat app yang bagus bukan buat ribet masyarakat..."
Pengguna Google,1,2025-12-28 15:55:26,"NGGA NIAT BUAT APK LU YE, MENTOK DI DATA GEOMETRIS KOCAK"
Pengguna Google,1,2025-12-28 10:21:06,mana kode verifikasi gak ada
Pengguna Google,1,2025-12-28 09:40:56,"Teknologi itu digunakan untuk mempermudah, mempercepat, dan mempermurah. kalau masih harus datang manual ke kantor pajak buat urusan akun segala macam apa gunanya aplikasi. Jaman sudah canggih masih saja kayak di jaman batu"
Pengguna Google,1,2025-12-27 13:39:51,ngecek nomor npwp susah banget koruptor koruptor
Pengguna Google,1,2025-12-27 05:33:28,sampah sekali
Pengguna Google,1,2025-12-27 05:16:44,"lupa sandi disuruh isi email gagal terus jelas2 sudah ada email saya disana. trus pilih opsi nomer hp, berhasil trus katanya link reset pasword udh dikirim ke email. di cek di email ga ada. anehh"
Pengguna Google,5,2025-12-27 03:35:45,top
Pengguna Google,1,2025-12-27 02:22:11,mau laporan SPT tahunan ga da menu laporannya...
Pengguna Google,1,2025-12-27 02:16:23,RUMIT !! GA FAHAM !
Pengguna Google,3,2025-12-26 19:38:46,nomor npwp saya 16 digit sedangkan di aplikasi ini hanya bisa input 15 digit hasilnya npwp tidak ditemukan. tolong diperbaiki
Pengguna Google,1,2025-12-26 16:23:22,"aplikasi tak berguna, hapus saja"
Pengguna Google,1,2025-12-26 16:18:40,Aplikasi sampah. untuk kalian gausah install ini aplikasi. cukup buka aja lewat google crhome coretaxdjp.pajak.go.id
Pengguna Google,1,2025-12-26 08:19:04,udh daftar ke kantor. dikasih surat id dan password. giliran mau masukinnya salah terus. trs mau gimana kalo login aja gk bisa udh jelas tertulis disitu password nya tpi masih tetap salah. masa harus kekantor lgi. gk kerjaan lh ribet bgt cmn mau login aja. mending waktu ke kantor kmren langsung suruh login aja gausah ngasih kertas id password nya!!
Pengguna Google,1,2025-12-26 07:15:14,gimana sih gak jelas niat buat bayar apk di peribet orang mau cari kerja buat aktifin cortex login aja susah gimana ini wehhh
Pengguna Google,1,2025-12-25 15:23:19,NPWP hanya disediakan 15 digit. padahal NPWP saya 16 digit. ga ada toleransi langsung dibilang NPWP tidak terdata. wahh Indonesia ku ternyata belum sanggup berorientasi teknologi padahal cuma masalah sesepele ini doangg wkwk
Pengguna Google,1,2025-12-25 10:58:40,aplikasi erorr
Pengguna Google,2,2025-12-25 03:02:55,"NIK dan PASSWORD sudah benar,, tapi selalu salah dalam keterangan loginnya [kesalahan sandi atau nik]. padahal sudah aktivasi susah payah dan ikuti semua prosedurnya tetap gabisa login gmn sih..."
Pengguna Google,1,2025-12-25 02:33:07,udah masukin kode verifikasi tpi tetep gak bisa masuk kocak
Pengguna Google,1,2025-12-24 18:40:31,belum layak jdi aplikasi kalian ini dek
Pengguna Google,5,2025-12-24 17:21:50,"tolong suruh generasi muda yang mengolah ini aplikasi,,menunya pada ga jelas ya Allah,,padahal tinggal buat yang simpel"" aja"
Pengguna Google,1,2025-12-24 14:55:33,susah amat masuknya
Pengguna Google,1,2025-12-24 12:32:55,aplikasi tak beres. bintang 1.. makan kau la itu.
Pengguna Google,1,2025-12-24 10:32:18,"ini kocak bener coretax pas gue daftar gaada opsi buat sandi pas daftar terus pas mau masuk gue bingung masukin sandi apaan, di yt di kasih lewat email lah gue kagak ada kartunya juga, cuman ada email buku panduan. sebenarnya niat ga si lu pada bikin website? pada molor bae tah?"
Pengguna Google,2,2025-12-24 07:26:05,"BUAT YANG BACA PESAN SAYA INI,,, kalau mau login jangan gunkan APL ini. silahkan masuk lewat google, krom atau sejenisnya. ini yang saya alami masuk lwt APL ini tidak bisa namun lewat djb online bisa login. semoga bisa membantu masalah anda Terima kasih. kalau ini membantu silahkan pilih ok supaya bisa membantu yg lain"
Pengguna Google,1,2025-12-24 04:30:58,dh lah
Pengguna Google,1,2025-12-24 04:06:08,aplikasi tolol
Pengguna Google,1,2025-12-24 03:40:51,"mau cek efin aja susah karena hari kelahiran hanya sampai hari Sabtu. jd tanggal yg jatuh pada hari minggu tidak ada. DJP adalah institusi pemerintah dengan kontribusi terbesar, aplikasinya kayak gini?"
Pengguna Google,5,2025-12-23 19:55:20,sukses selalu.
Pengguna Google,1,2025-12-23 17:19:46,"ini gimna sihhh aplikasi Kya GK berguna mau login aja susah bener,udah masukin sesuai GK bisa masuk aneh"
Pengguna Google,2,2025-12-23 17:09:04,ga bisa masuk walaupun NIK dan pass sudah sesuai
Pengguna Google,1,2025-12-23 09:27:29,buat aplikasi yg bergunalah susah skli...biar sertifikat nya ssh jga di link
Pengguna Google,5,2025-12-23 08:41:18,Dengan aplikasi Mpajak dangat membantu kami
Pengguna Google,1,2025-12-23 07:14:49,masih mending dftr M paspor ketimbang ini.ribet banget.
Pengguna Google,1,2025-12-23 06:52:08,APLIKASINYA MEMPEESULITTTT
Pengguna Google,5,2025-12-23 04:28:34,good
Pengguna Google,5,2025-12-23 03:37:32,oke
Pengguna Google,1,2025-12-23 01:40:22,"dear djpx format npwp terbaru sama dgn nomor nik, tapi di app buat terbitkan nomor efin, bagian npwp cuma 15 digit. Tolong diubah jadi 16 digit ya."
Pengguna Google,1,2025-12-22 14:49:29,kaga jelas
Pengguna Google,1,2025-12-22 14:44:11,khusus penjabat saja
Pengguna Google,1,2025-12-22 13:23:20,makin kesini makin aneh ini aplikasi
Pengguna Google,1,2025-12-22 11:32:00,"sangat buruk, aplikasi tidak berguna."
Pengguna Google,1,2025-12-22 05:20:15,"maunya apa ini perpajakan, ribetttttnya dan harus lapor2 sendiri, ngapain coba lapor sendiri GK ada kerjaan sja... 🤦🏻🤦🏻🤦🏻"
Pengguna Google,5,2025-12-22 03:09:42,mantap 👍
Pengguna Google,1,2025-12-22 01:48:41,jelek sekali
Pengguna Google,1,2025-12-22 00:13:56,aplikasi sampah
Pengguna Google,1,2025-12-21 17:33:39,"sudahnya daftar NPWP, di mudahkan website buat daftarnya kenapa BUAJANG INAM"
Pengguna Google,1,2025-12-21 13:00:06,apk rusak
Pengguna Google,1,2025-12-21 09:39:39,"enggk jelas,harusnya kalau udah online jadi gampang ini malah ribet,aktivasi di google oke login di apknya gk bisa ganti yang bagusan kek apknya"
Pengguna Google,1,2025-12-21 09:11:54,"terlalu ribet, bikin npwp aja sampe berapa halaman, heran bukannya hal"" begini dipermudah apalagi banyak juga ya gaptek malah diribetin"
Pengguna Google,5,2025-12-21 02:24:55,Terbaik
Pengguna Google,1,2025-12-20 15:53:48,apk ampas
